epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.017716536298394203,0.0010000000474974513,13.750667572021484,0.009803921915590763,6.792651653289795
1,0.03740157559514046,0.0010000000474974513,6.53651237487793,0.03921568766236305,4.674318313598633
2,0.05708661302924156,0.0010000000474974513,4.653146266937256,0.05882352963089943,3.973536491394043
3,0.09055118262767792,0.0010000000474974513,3.858609437942505,0.06862745434045792,3.7360754013061523
4,0.10826771706342697,0.0010000000474974513,3.6414921283721924,0.10784313827753067,3.633352279663086
5,0.14173229038715363,0.0010000000474974513,3.4617035388946533,0.13725490868091583,3.5299036502838135
6,0.13582676649093628,0.0010000000474974513,3.2837603092193604,0.11764705926179886,3.4353363513946533
7,0.19685038924217224,0.0010000000474974513,3.110339641571045,0.12745098769664764,3.4082281589508057
8,0.20866142213344574,0.0010000000474974513,3.0502843856811523,0.1568627506494522,3.3660895824432373
9,0.2460629940032959,0.0010000000474974513,2.91914439201355,0.13725490868091583,3.272383689880371
10,0.22834645211696625,0.0010000000474974513,2.8806116580963135,0.1568627506494522,3.318028688430786
11,0.2539370059967041,0.0010000000474974513,2.7532105445861816,0.14705882966518402,3.2679741382598877
12,0.2814960777759552,0.0010000000474974513,2.620201349258423,0.18627451360225677,3.2643048763275146
13,0.27165353298187256,0.0010000000474974513,2.6369261741638184,0.18627451360225677,3.2462761402130127
14,0.2933070957660675,0.0010000000474974513,2.5937325954437256,0.12745098769664764,3.2456328868865967
15,0.27952754497528076,0.0010000000474974513,2.511137008666992,0.22549019753932953,3.172013521194458
16,0.33070865273475647,0.0010000000474974513,2.444950580596924,0.18627451360225677,3.1789305210113525
17,0.35433071851730347,0.0010000000474974513,2.352926015853882,0.22549019753932953,3.2420709133148193
18,0.34645670652389526,0.0010000000474974513,2.292799234390259,0.18627451360225677,3.1614160537719727
19,0.33070865273475647,0.0010000000474974513,2.2668545246124268,0.22549019753932953,3.2540740966796875
20,0.3425196707248688,0.0010000000474974513,2.1791772842407227,0.19607843458652496,3.1863059997558594
21,0.38385826349258423,0.0010000000474974513,2.1464955806732178,0.18627451360225677,3.231003522872925
22,0.4055117964744568,0.0010000000474974513,2.0559403896331787,0.20588235557079315,3.19710111618042
23,0.3897637724876404,0.0010000000474974513,2.1112191677093506,0.2647058963775635,3.1043457984924316
24,0.43503937125205994,0.0010000000474974513,1.9324640035629272,0.22549019753932953,3.2313523292541504
25,0.4133858382701874,0.0010000000474974513,1.942177414894104,0.2450980395078659,3.173405647277832
26,0.43503937125205994,0.0010000000474974513,1.8844536542892456,0.22549019753932953,3.176847457885742
27,0.4842519760131836,0.0010000000474974513,1.7711470127105713,0.2549019753932953,3.2180325984954834
28,0.44291338324546814,0.0010000000474974513,1.7721236944198608,0.2549019753932953,3.2100441455841064
29,0.4803149700164795,0.0010000000474974513,1.7072187662124634,0.2549019753932953,3.2318549156188965
30,0.5177165269851685,0.0005000000237487257,1.6186308860778809,0.2450980395078659,3.2469778060913086
31,0.537401556968689,0.0005000000237487257,1.5193374156951904,0.28431373834609985,3.2066450119018555
32,0.5629921555519104,0.0005000000237487257,1.5290395021438599,0.2549019753932953,3.216917037963867
33,0.5137795209884644,0.0005000000237487257,1.6023643016815186,0.2450980395078659,3.279047727584839
34,0.537401556968689,0.0005000000237487257,1.5023939609527588,0.27450981736183167,3.2451205253601074
35,0.5295275449752808,0.0005000000237487257,1.5378996133804321,0.2647058963775635,3.261030673980713
36,0.5531495809555054,0.0002500000118743628,1.4780327081680298,0.2647058963775635,3.243770122528076
37,0.5610235929489136,0.0002500000118743628,1.468737244606018,0.2549019753932953,3.2579498291015625
38,0.5748031735420227,0.0002500000118743628,1.3771584033966064,0.2450980395078659,3.2383360862731934
